"TIME","GEO","UNIT","NA_ITEM","Value"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Final consumption expenditure of general government","6,100"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Individual consumption expenditure of general government","3,800"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Collective consumption expenditure of general government","2,300"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","28,700"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Final consumption expenditure","21,900"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,100"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","3,800"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,300"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","99.5"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","97.8"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","99.1"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","99.6"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","98.1"
"2013","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","29,500"
"2013","Euro area (19 countries)","Current prices, euro per capita","Final consumption expenditure","22,700"
"2013","Euro area (19 countries)","Current prices, euro per capita","Final consumption expenditure of general government","6,200"
"2013","Euro area (19 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","3,900"
"2013","Euro area (19 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,400"
"2013","Euro area (19 countries)","Current prices, units of national currency per capita","Gross domestic product at market prices","29,500"
"2013","Euro area (19 countries)","Current prices, units of national currency per capita","Final consumption expenditure","22,700"
"2013","Euro area (19 countries)","Current prices, units of national currency per capita","Final consumption expenditure of general government","6,200"
"2013","Euro area (19 countries)","Current prices, units of national currency per capita","Individual consumption expenditure of general government","3,900"
"2013","Euro area (19 countries)","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,400"
"2013","Euro area (19 countries)","Current prices, PPS per capita","Gross domestic product at market prices","28,600"
"2013","Euro area (19 countries)","Current prices, PPS per capita","Final consumption expenditure","22,100"
"2013","Euro area (19 countries)","Current prices, PPS per capita","Final consumption expenditure of general government","6,000"
"2013","Euro area (19 countries)","Current prices, PPS per capita","Individual consumption expenditure of general government","3,700"
"2013","Euro area (19 countries)","Current prices, PPS per capita","Collective consumption expenditure of general government","2,300"
"2013","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","28,400"
"2013","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure","21,700"
"2013","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,000"
"2013","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","3,800"
"2013","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,300"
"2013","Euro area (19 countries)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","99.7"
"2013","Euro area (19 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","98.0"
"2013","Euro area (19 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","99.1"
