"TIME","GEO","SEX","AGE","UNIT","REASON","Value","Flag and Footnotes"
"2012","Euro area (19 countries)","Females","From 20 to 24 years","Percentage","In education or training","38.0",""
"2012","Euro area (19 countries)","Females","From 20 to 24 years","Percentage","Other","16.4",""
"2012","Euro area (19 countries)","Females","From 20 to 29 years","Percentage","Could not find a full-time job","39.2",""
"2012","Euro area (19 countries)","Females","From 20 to 29 years","Percentage","Own illness or disability","0.9",""
"2012","Euro area (19 countries)","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities","4.5",""
"2012","Euro area (19 countries)","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","14.5",""
"2012","Euro area (19 countries)","Females","From 20 to 29 years","Percentage","In education or training","24.8",""
"2012","Euro area (19 countries)","Females","From 20 to 29 years","Percentage","Other","16.0",""
"2012","Euro area (19 countries)","Females","From 25 to 29 years","Percentage","Could not find a full-time job","40.2",""
"2012","Euro area (19 countries)","Females","From 25 to 29 years","Percentage","Own illness or disability","1.3",""
"2012","Euro area (19 countries)","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities","6.1",""
"2012","Euro area (19 countries)","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","23.1",""
"2012","Euro area (19 countries)","Females","From 25 to 29 years","Percentage","In education or training","13.5",""
"2012","Euro area (19 countries)","Females","From 25 to 29 years","Percentage","Other","15.8",""
"2012","Euro area (18 countries)","Total","From 15 to 19 years","Percentage","Could not find a full-time job","11.9",""
"2012","Euro area (18 countries)","Total","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","Euro area (18 countries)","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.9",""
"2012","Euro area (18 countries)","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","Euro area (18 countries)","Total","From 15 to 19 years","Percentage","In education or training","75.3",""
"2012","Euro area (18 countries)","Total","From 15 to 19 years","Percentage","Other","10.5",""
"2012","Euro area (18 countries)","Total","From 15 to 24 years","Percentage","Could not find a full-time job","29.4",""
"2012","Euro area (18 countries)","Total","From 15 to 24 years","Percentage","Own illness or disability","0.5",""
"2012","Euro area (18 countries)","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities","2.0",""
"2012","Euro area (18 countries)","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","2.0",""
"2012","Euro area (18 countries)","Total","From 15 to 24 years","Percentage","In education or training","51.8",""
"2012","Euro area (18 countries)","Total","From 15 to 24 years","Percentage","Other","14.2",""
"2012","Euro area (18 countries)","Total","From 15 to 29 years","Percentage","Could not find a full-time job","34.8",""
"2012","Euro area (18 countries)","Total","From 15 to 29 years","Percentage","Own illness or disability","1.0",""
"2012","Euro area (18 countries)","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","3.2",""
"2012","Euro area (18 countries)","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","8.1",""
"2012","Euro area (18 countries)","Total","From 15 to 29 years","Percentage","In education or training","37.8",""
"2012","Euro area (18 countries)","Total","From 15 to 29 years","Percentage","Other","15.1",""
"2012","Euro area (18 countries)","Total","From 20 to 24 years","Percentage","Could not find a full-time job","36.8",""
"2012","Euro area (18 countries)","Total","From 20 to 24 years","Percentage","Own illness or disability","0.6",""
"2012","Euro area (18 countries)","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities","2.1",""
"2012","Euro area (18 countries)","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","2.8",""
"2012","Euro area (18 countries)","Total","From 20 to 24 years","Percentage","In education or training","41.8",""
"2012","Euro area (18 countries)","Total","From 20 to 24 years","Percentage","Other","15.8",""
"2012","Euro area (18 countries)","Total","From 20 to 29 years","Percentage","Could not find a full-time job","39.6",""
"2012","Euro area (18 countries)","Total","From 20 to 29 years","Percentage","Own illness or disability","1.1",""
"2012","Euro area (18 countries)","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","3.5",""
"2012","Euro area (18 countries)","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","9.7",""
"2012","Euro area (18 countries)","Total","From 20 to 29 years","Percentage","In education or training","30.0",""
"2012","Euro area (18 countries)","Total","From 20 to 29 years","Percentage","Other","16.1",""
"2012","Euro area (18 countries)","Total","From 25 to 29 years","Percentage","Could not find a full-time job","42.2",""
"2012","Euro area (18 countries)","Total","From 25 to 29 years","Percentage","Own illness or disability","1.5",""
"2012","Euro area (18 countries)","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities","4.8",""
"2012","Euro area (18 countries)","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","16.3",""
"2012","Euro area (18 countries)","Total","From 25 to 29 years","Percentage","In education or training","18.8",""
"2012","Euro area (18 countries)","Total","From 25 to 29 years","Percentage","Other","16.4",""
"2012","Euro area (18 countries)","Males","From 15 to 19 years","Percentage","Could not find a full-time job","10.7",""
"2012","Euro area (18 countries)","Males","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","Euro area (18 countries)","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.6","u"
"2012","Euro area (18 countries)","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","c"
"2012","Euro area (18 countries)","Males","From 15 to 19 years","Percentage","In education or training","77.3",""
"2012","Euro area (18 countries)","Males","From 15 to 19 years","Percentage","Other","10.0",""
"2012","Euro area (18 countries)","Males","From 15 to 24 years","Percentage","Could not find a full-time job","26.6",""
"2012","Euro area (18 countries)","Males","From 15 to 24 years","Percentage","Own illness or disability","0.7","u"
"2012","Euro area (18 countries)","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities","1.4",""
"2012","Euro area (18 countries)","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","Euro area (18 countries)","Males","From 15 to 24 years","Percentage","In education or training","58.1",""
"2012","Euro area (18 countries)","Males","From 15 to 24 years","Percentage","Other","13.2",""
"2012","Euro area (18 countries)","Males","From 15 to 29 years","Percentage","Could not find a full-time job","33.9",""
"2012","Euro area (18 countries)","Males","From 15 to 29 years","Percentage","Own illness or disability","1.2",""
"2012","Euro area (18 countries)","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities","1.6",""
"2012","Euro area (18 countries)","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","0.4","u"
"2012","Euro area (18 countries)","Males","From 15 to 29 years","Percentage","In education or training","48.1",""
"2012","Euro area (18 countries)","Males","From 15 to 29 years","Percentage","Other","14.9",""
"2012","Euro area (18 countries)","Males","From 20 to 24 years","Percentage","Could not find a full-time job","34.6",""
"2012","Euro area (18 countries)","Males","From 20 to 24 years","Percentage","Own illness or disability","0.8","u"
"2012","Euro area (18 countries)","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities","1.3",""
"2012","Euro area (18 countries)","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","Euro area (18 countries)","Males","From 20 to 24 years","Percentage","In education or training","48.4",""
"2012","Euro area (18 countries)","Males","From 20 to 24 years","Percentage","Other","14.8",""
